ID	Note Type	Time Appear	Duration	ItemID	NodeID
125	Single	73.50001	0	0	0
126	Single	73.92813	0	0	0
127	Single	74.35729	0	0	0
128	Single	75.42813	0	0	0
129	Single	75.85729	0	0	0
130	Single	76.28542	0	0	0
131	Single	76.50001	0	0	0
132	Single	76.92813	0	0	0
133	Single	77.35729	0	0	0
134	Single	78.00001	0	0	0
135	Single	78.42813	0	0	0
136	Single	78.85729	0	0	0
137	Single	79.28542	0	0	0
138	Single	79.71355	0	0	0
139	Single	79.92813	0	0	0
140	Single	80.35729	0	0	0
141	Single	80.78542	0	0	0
142	Single	81.42813	0	0	0
143	Single	81.85729	0	0	0
144	Single	82.28542	0	0	0
145	Single	82.71355	0	0	0
146	Single	83.14272	0	0	0
147	Single	83.3573	0	0	0
148	Single	83.78542	0	0	0
149	Single	84.21355	0	0	0
150	Single	84.8573	0	0	0
151	Single	85.28542	0	0	0
152	Single	85.71355	0	0	0
153	Single	86.14272	0	0	0
154	Single	86.78542	0	0	0
155	Single	87.00001	0	0	0
156	Single	87.42813	0	0	0
157	Single	87.64272	0	0	0
158	Single	87.8573	0	0	0
159	Single	88.07084	0	0	0
160	Single	88.28542	0	0	0
161	Single	89.14272	0	0	0
162	Single	89.78542	0	0	0
163	Single	90.21355	0	0	0
164	Single	90.64272	0	0	0
165	Single	91.50001	0	0	0
166	Single	91.71355	0	0	0
167	Single	92.57084	0	0	0
168	Single	92.78542	0	0	0
169	Single	93.21355	0	0	0
170	Single	93.64272	0	0	0
171	Single	94.07084	0	0	0
172	Single	94.50001	0	0	0
173	Single	95.14272	0	0	0
174	Single	95.57084	0	0	0
175	Single	96.00001	0	0	0
176	Single	96.64272	0	0	0
177	Single	97.07084	0	0	0
178	Single	97.50001	0	0	0
179	Single	98.3573	0	0	0
180	Single	98.57084	0	0	0
181	Single	99.42813	0	0	0
182	Single	99.64272	0	0	0
183	Single	100.0708	0	0	0
184	Single	100.5	0	0	0
185	Single	100.9281	0	0	0
186	Single	101.3573	0	0	0
187	Single	101.7854	0	0	0
188	Single	102.8573	0	0	0
189	Single	103.5	0	0	0
190	Single	103.9281	0	0	0
191	Single	104.3573	0	0	0
192	Single	106.2854	0	0	0
193	Single	106.5	0	0	0
194	Single	106.9281	0	0	0
195	Single	107.3573	0	0	0
196	Single	107.7854	0	0	0
197	Single	108.2135	0	0	0
198	Single	109.2854	0	0	0
199	Single	109.7135	0	0	0
200	Single	110.3573	0	0	0
201	Single	110.7854	0	0	0
202	Single	111.2135	0	0	0
203	Single	113.1417	0	0	0
204	Single	113.3573	0	0	0
205	Single	113.7854	0	0	0
206	Single	114.2135	0	0	0
207	Single	114.6417	0	0	0
208	Single	115.0708	0	0	0
209	Single	115.5	0	0	0
210	Single	116.5708	0	0	0
211	Single	117	0	0	0
212	Single	117.4281	0	0	0
213	Single	117.6417	0	0	0
214	Single	118.0708	0	0	0
215	Single	118.5	0	0	0
216	Single	119.1417	0	0	0
217	Single	119.5708	0	0	0
218	Single	120	0	0	0
219	Single	120.4281	0	0	0
220	Single	120.8573	0	0	0
221	Single	121.0708	0	0	0
222	Single	121.5	0	0	0
223	Single	121.9281	0	0	0
224	Single	122.5708	0	0	0
225	Single	123	0	0	0
226	Single	123.4281	0	0	0
227	Single	123.8573	0	0	0
228	Single	124.2854	0	0	0
229	Single	124.5	0	0	0
230	Single	124.9281	0	0	0
231	Single	125.3573	0	0	0
232	Single	126	0	0	0
233	Single	126.4281	0	0	0
234	Single	126.8573	0	0	0
235	Single	127.2854	0	0	0
236	Single	127.9281	0	0	0
237	Single	128.1417	0	0	0
238	Single	128.5708	0	0	0
239	Single	128.7854	0	0	0
240	Single	129	0	0	0
241	Single	129.2135	0	0	0
242	Single	129.4281	0	0	0
